"fecha","puesto","puntos","nombre","id","club","federacion"
"2024-02-12 09:03:33.517182","59","15.0","LORENZO CATALÁN, ÁFRICA","4002149","KARATE MARCE","VAL"
"2024-02-12 09:03:33.517545","59","15.0","TORRES MORENO, ISABEL","15003768","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.517895","59","15.0","PESTANA DE LA FE, CATHAYSA MARIA","5007753","GANKAKU","CNR"
"2024-02-12 09:03:33.518228","59","15.0","GONZALEZ SANTOS, PAULA","7004111","C.D. SHOTOKAN CARRETERO","CLM"
"2024-02-12 09:03:33.518589","59","15.0","CAMPOS REYNES, SARA","4007827","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.518952","59","15.0","LOPEZ GOMEZ, SONIA","7001154","C.D. SHOTOKAN CARRETERO","CLM"
"2024-02-12 09:03:33.519296","59","15.0","LLAMAZARES MENENDEZ, DEVA","3007125","CLUB KARATE AVILÉS","AST"
"2024-02-12 09:03:33.519651","59","15.0","VICENTE MATEO, EVA","4008028","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.519989","68","12.5","PÉREZ SEGURA, LIDIA","2002389","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.520386","68","12.5","VILLANUEVA SANCHEZ, AINHOA","18004889","GIMNASIO BONAFAU I","NAV"
"2024-02-12 09:03:33.520709","68","12.5","MORENO WILKINSON, JESSICA","1002382","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.521226","71","10.0","MARRERO DEL PINO, CARLA","5008188","ECHEYDE","CNR"
"2024-02-12 09:03:33.521561","71","10.0","BREDOUX SANCHEZ, CARLA","1001424","C.D. OLYMPIC KARATE MARBELLA","AND"
"2024-02-12 09:03:33.521857","71","10.0","BORGES LOPEZ, LETICIA","12105108","BUNKAI","GAL"
"2024-02-12 09:03:33.522157","71","10.0","DELGADO MEJÍAS, ESTEFANÍA","5008345","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.522475","71","10.0","GONZALEZ PEREZ, LORENA","8001389","MASTER 10","CAL"
"2024-02-12 09:03:33.522766","71","10.0","GARCIA GUTIERREZ, LUCIA","6004740","BEZANA","CNT"
"2024-02-12 09:03:33.523060","71","10.0","ALIJAS JUSTEL, MIRIAM","8005456","CLUB BAÑEZANO DE DEPORTES Y NATURALEZA","CAL"
"2024-02-12 09:03:33.523381","71","10.0","PERNAUTE ANDRÉS, ANDREA","2005552","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.523685","71","10.0","DEL CASTILLO TOQUERO, MARIA","8005316","FUJISAN - PALENCIA","CAL"
"2024-02-12 09:03:33.523976","80","5.0","AYÚCAR ARCAUZ, BIDANE","6005343","CLUB FEDERACIÓN CÁNTABRA DE KARATE","CNT"
"2024-02-12 09:03:33.524274","80","5.0","ALVAREZ CORDERO, LUCIA","8005454","C.D. LA LUNA","CAL"
"2024-02-12 09:03:33.524584","80","5.0","PLATAS CAMIO, AINHIZE","19005314","C.D. OSASUN DO","PVS"
"2024-02-12 09:03:33.524880","80","5.0","CALQUIN JOFRE, JOSEFA ANTONIA","15317909","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.525174","80","5.0","ALONSO ALAÑA, MIRIAM","8005462","ESCUELA DE KARATE ISHIKAWA","CAL"
"2024-02-12 09:03:33.525484","80","5.0","ROTGER ALZINA, IRENE","13005239","MOTA","BAL"
"2024-02-12 09:03:33.525775","80","5.0","VEIRAS YANES, ELENA","5008192","GIMNASIO VISTABELLA","CNR"
"2024-02-12 09:03:33.526107","80","5.0","SÁNCHEZ JIMÉNEZ, ALICIA","4007954","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.526536","80","5.0","RODRIGO FRECHILLA, AINHIZE","19005087","C.D. OSASUN DO","PVS"
"2024-02-12 09:03:33.526837","80","5.0","ABELLAN GARCIA, TANIA","17005020","CLUB FEDERACIÓN DE KARATE REGIÓN DE MURCIA","MUR"
"2024-02-12 09:03:33.527143","80","5.0","DOMINGUEZ CEDILLO, CARLOTA","15006118","SAISHO UTRERA","MAD"
"2024-02-12 09:03:33.527457","80","5.0","SUÁREZ PÉREZ, SHEILA","5007870","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.527777","80","5.0","LORENZO CATALÁN, CARIBE","4005009","KARATE MARCE","VAL"
"2024-02-12 09:03:33.528117","80","5.0","RUIZ RUIZ, MARI CARMEN","9003790","KARATE SENSHI DOJO","CAT"
"2024-02-12 09:03:33.535935","1","4730.0","QUINTERO CAPDEVILA, DAMIAN HUGO","1005540","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.536502","2","2037.5","MARTIN ROMERO, RAUL","15001637","C.D. PABLO ARMENTEROS","MAD"
"2024-02-12 09:03:33.537015","3","1577.5","GALAN LOPEZ, SERGIO","15001634","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.537568","4","1402.5","GARCIA CUADRADO, OSCAR","15002277","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.538051","5","905.5","MARTIN MONTENEGRO, IVAN","15001272","KUMO SPORT","MAD"
"2024-02-12 09:03:33.538601","6","837.5","HOFFMAN MOLINAS, ALEXANDRE","13002273","SONKEI","BAL"
"2024-02-12 09:03:33.539175","7","787.5","CATALÁN CARREIRA, ALEJANDRO","15309738","KUMO SPORT","MAD"
"2024-02-12 09:03:33.539756","8","692.5","MANZANA DIAZ, ALEJANDRO","7005214","AEROGYM 2000","CLM"
"2024-02-12 09:03:33.540349","9","637.5","CARBONELL LOPEZ, JOSE MANUEL","4008278","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.540891","10","425.5","CAO CALVO, PABLO","15003167","KARATE CIUDAD DE ROMA","MAD"
"2024-02-12 09:03:33.541189","11","390.0","TARDÍO ROYO, MARIO","4002143","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.541506","12","332.5","RUIZ TORRE, MARTÍN","6005072","E.K.COMILLAS","CNT"
"2024-02-12 09:03:33.541805","13","270.0","ARRIBAS RODRIGUEZ, JOSE Mª","15012904","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.542091","14","235.5","BALBUENA CISNEROS, SALVADOR","1002638","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.542396","15","227.5","RUBIO PEREZ, IVAN DANIEL","15002175","C.D. KIME MADRID","MAD"
"2024-02-12 09:03:33.542693","16","223.0","JURADO GUZMAN, FRANCISCO JAVIER","15312232","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.542975","17","195.0","ESPADAS HERRERA, XAVIER","13005137","KARATE CLUB ESPADAS","BAL"
"2024-02-12 09:03:33.543256","18","172.5","HERNÁNDEZ MORENO, DIEGO","5004843","GIMNASIO VISTABELLA","CNR"
"2024-02-12 09:03:33.543578","19","152.5","UTRERA VAZQUEZ, DANIEL","15001532","SAISHO UTRERA","MAD"
"2024-02-12 09:03:33.543870","20","150.0","RIESTRA CALOMARDE, CARLA","4004207","KARATE CLUB SAN VICENTE","VAL"
"2024-02-12 09:03:33.544151","21","142.5","ROY RUBIO, ALFREDO","14002247","SHIN DO SANKUKAI","RIO"
"2024-02-12 09:03:33.544470","22","125.0","GALAN LACON, ALEJANDRO","15009672","OLIMPIA","MAD"
"2024-02-12 09:03:33.544763","23","117.5","PIÑANGO HERRERA, FERNANDO","4007946","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.545043","24","110.0","GONZALEZ ALVAREZ, IGNACIO MANUEL","3002850","ARENAS KARATE","AST"
"2024-02-12 09:03:33.545328","25","102.5","GOMBAU SOCIAS, GERARD","9003777","AE KARATE KOBUDO TRADICIONAL PIRINEUS","CAT"
"2024-02-12 09:03:33.545650","26","87.5","GODA LÓPEZ, MARCOS","4002159","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.545936","27","77.5","GONZALEZ, SEBASTIAN","17011908","HIKARI KARATE CLUB","MUR"
"2024-02-12 09:03:33.546217","28","70.0","VALDIVIA MIRANDA, JORDI","9005180","CLUB ESPORTIU MEDITERRANI","CAT"
"2024-02-12 09:03:33.546522","29","60.0","MOREIRA FERNANDES, SILVIO","20000027","KARATE XAVI ANDORRA","AN"
"2024-02-12 09:03:33.546814","29","60.0","PALOMAR MATEO, SERGIO","2005360","IPPONGYM","ARG"
"2024-02-12 09:03:33.547094","31","55.0","CONDE AZON, ADRIÁN","2005553","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.547396","32","50.0","PARRA RAMIREZ, MARIO","15001107","LORENZO PARRA","MAD"
"2024-02-12 09:03:33.547731","33","47.5","BAZO SOLORZANO, ENRIQUE","5007818","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.548054","34","45.0","PICO CABIRO, SERGI","13003626","SONKEI","BAL"
"2024-02-12 09:03:33.548404","35","42.5","BRETOS TABAR, ENRIQUE","18002438","GIMNASIO BONAFAU I","NAV"
"2024-02-12 09:03:33.548746","36","40.0","MARTINEZ JIMÉNEZ, RUBEN","4007953","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.549069","36","40.0","SANTESTEBAN ESPUELAS, BORJA","18004853","GIMNASIO BONAFAU II","NAV"
"2024-02-12 09:03:33.549413","36","40.0","ORDÓÑEZ QUIROS, JOSE ANTONIO","1005145","C.D. SHOTOKAN KARATE OKINAWA","AND"
"2024-02-12 09:03:33.549750","39","37.5","JIMENEZ DIAZ, ALEJANDRO","1001484","C.D. WENCESLAO ANGULO SHITO RYU","AND"
"2024-02-12 09:03:33.550074","40","35.0","ZAMORANO MERINO, MIGUEL","4007944","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.550431","40","35.0","DEL VALLE CATALÁ, FRANCESC","13002270","SONKEI","BAL"
"2024-02-12 09:03:33.550770","42","32.5","TORRENS URRA, IKER","18004899","GIMNASIO BONAFAU I","NAV"
"2024-02-12 09:03:33.551096","43","30.0","PALOMO CAMPOS, CARLOS","15305848","FRANCISCO MAYORAL","MAD"
"2024-02-12 09:03:33.551441","43","30.0","HERNÁNDEZ MONTERO, PEDRO","4002168","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.551784","43","30.0","GARCIA PEREZ, GUILLERMO","15005528","C.D.E. KARATE AULA III","MAD"
"2024-02-12 09:03:33.552108","43","30.0","OSUNA ABADIAS, RAUL","2005546","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.552431","43","30.0","FUERTES LÓPEZ, DIEGO","8005622","MASTER 10","CAL"
"2024-02-12 09:03:33.552751","43","30.0","ZAMORANO MERINO, SERGIO","4007945","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.553036","43","30.0","BÁRCENA GONZÁLEZ, ENOL","6005130","E.K.COMILLAS","CNT"
"2024-02-12 09:03:33.553338","43","30.0","GONZALEZ HUERTAS, EKHIOTZ","19005070","C.D. OSASUN DO","PVS"
"2024-02-12 09:03:33.553665","51","20.0","MEDINILLA AGÜERA, JAVIER JESÚS","1005804","C.D. KURO OBI","AND"
"2024-02-12 09:03:33.553951","51","20.0","CEREZO JIMENEZ, ALBERTO","15006313","KUMO SPORT","MAD"
"2024-02-12 09:03:33.554236","51","20.0","TAMARGO SALGADO, SERGIO","3004939","REAL GRUPO DE CULTURA COVADONGA","AST"
"2024-02-12 09:03:33.554556","51","20.0","FERNÁNDEZ PERIS, SANTIAGO","4007955","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.554853","51","20.0","RODRIGUEZ-FLORES GARCIA, ADRIAN","4007685","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.555139","56","17.5","BAZO SOLORZANO, EDUARDO","5007817","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.555444","56","17.5","RODRIGUEZ REBOREDO, ANDER","19005085","C.D. OSASUN DO","PVS"
"2024-02-12 09:03:33.555761","58","15.0","GARCIA CUADRADO, RUBEN","15001575","KARATE CIUDAD DE ROMA","MAD"
"2024-02-12 09:03:33.556047","58","15.0","ESQUIVEL SIGUT, DAMIÁN","5008300","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.556337","58","15.0","BENITA TORRES, ALVARO","4008034","TAMASHI-DO","VAL"
"2024-02-12 09:03:33.556658","58","15.0","CONNOLLY, HUGH","6005308","BEZANA","CNT"
"2024-02-12 09:03:33.556942","58","15.0","GARCIA LUNA, CARLOS","15008997","C.D.E. MIRIAM COGOLLUDO","MAD"
"2024-02-12 09:03:33.557251","58","15.0","TORRES HERNANDEZ, KENAI","7006389","SAKATA","CLM"
"2024-02-12 09:03:33.557566","58","15.0","ALONSO CESPEDES, HECTOR","4001258","KARATE CLUB SAN VICENTE","VAL"
"2024-02-12 09:03:33.557865","65","12.5","MUÑOZ DE LA FLOR, ISMAEL","15307842","KUMO SPORT","MAD"
"2024-02-12 09:03:33.558153","65","12.5","CAMARA LOPEZ, ENEKO","19004875","SANTA TERESA","PVS"
"2024-02-12 09:03:33.558463","65","12.5","LOZANO FERNANDEZ, ANTONIO","11021850","VIVEVIEN","EXT"
"2024-02-12 09:03:33.558758","65","12.5","BOTRÁN DE CASTRO, ÓSCAR","8005845","C.D. BUDOKAN VALLADOLID","CAL"
"2024-02-12 09:03:33.559038","65","12.5","NIETO MADRUGA, ENRIQUE","8005614","C.D. LA LUNA","CAL"
"2024-02-12 09:03:33.559319","65","12.5","MAYO CORREA, JOSE MANUEL","3006012","ARENAS KARATE","AST"
"2024-02-12 09:03:33.559639","65","12.5","GARCIA GONZALEZ, JUAN VICENTE","17010106","SHOGUN","MUR"
"2024-02-12 09:03:33.559924","65","12.5","NUÑEZ PAZOS, DANIEL","8003803","INOCHI RYU","CAL"
"2024-02-12 09:03:33.560246","65","12.5","CABELLO CROZET, MATEO","1005005","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.560558","74","10.0","MARTINEZ SUAREZ, ANDRES","3004941","REAL GRUPO DE CULTURA COVADONGA","AST"
"2024-02-12 09:03:33.560851","74","10.0","CHINEA CORREA, DIEGO","5008182","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.561134","74","10.0","JIMENEZ MATEO, ANDER","18004815","GIMNASIO BONAFAU I","NAV"
"2024-02-12 09:03:33.561439","74","10.0","KRINGS LAFUENTE, SVEN","4008353","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.561735","74","10.0","BARBA ÁLVAREZ, ALEX","3004946","ARENAS KARATE","AST"
"2024-02-12 09:03:33.562020","74","10.0","GONZÁLEZ RUIZ, DAVID SINAÍ","5008220","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.562344","74","10.0","DE LA PEÑA VITURRO, PARIS","12100460","ASOCIACIÓN DEPORTIVA DO COTO","GAL"
"2024-02-12 09:03:33.562842","74","10.0","ACOSTA MATEO, JAVIER","5007911","GANKAKU","CNR"
"2024-02-12 09:03:33.563147","82","5.0","PEREZ SILVA, SERGIO","2005412","IPPONGYM","ARG"
"2024-02-12 09:03:33.563483","82","5.0","RUIZ RUIZ, JOSE LUIS","6002950","E.K.COMILLAS","CNT"
"2024-02-12 09:03:33.563913","82","5.0","AGUSTI RUBI, OSCAR","4002512","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.564216","82","5.0","IZQUIERDO VICEDO, JAVIER","4008126","KARATE CLUB SAN VICENTE","VAL"
"2024-02-12 09:03:33.564532","82","5.0","GARCÍA GRACIA, JOSE  ANTONIO","13010424","S.A.M.Y.D. IBIZA","BAL"
"2024-02-12 09:03:33.564874","82","5.0","ÁLVAREZ MARTÍN, SALVADOR","5008121","CLUB KARATE ARGE CASA DE VENEZUELA","CNR"
"2024-02-12 09:03:33.565164","82","5.0","VIDAL ESTRUCH, JOAN MARC","4007851","C.D. TORA KAI KARATE DO","VAL"
"2024-02-12 09:03:33.565481","82","5.0","JIMENEZ HERNANDEZ, AGUSTIN","8005453","C.D. LA LUNA","CAL"
"2024-02-12 09:03:33.565789","82","5.0","SÁNCHEZ MÉNDEZ, MARCOS","3006329","CLUB FEDERACIÓN ASTURIANA DE KARATE","AST"
"2024-02-12 09:03:33.566075","82","5.0","IGLESIAS GARCIA, MANUEL","4007616","CLUB KARATE DO SHOTOKAN CHAZARRA","VAL"
"2024-02-12 09:03:33.566400","82","5.0","ESTEVE SANCHEZ, MANUEL","4007809","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.566708","82","5.0","FERNANDEZ FRAILE, ALEJANDRO","4008175","KARATE MARCE","VAL"
"2024-02-12 09:03:33.566989","82","5.0","GONZALEZ PEREZ, ALEJANDRO","1005132","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.567275","82","5.0","GARCIA LUNA, DIEGO","15008998","C.D.E. MIRIAM COGOLLUDO","MAD"
"2024-02-12 09:03:33.567580","82","5.0","KIMURA THIAGO, DYUN","15319897","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.567877","82","5.0","RIVAS MONFERRER, HECTOR","4007721","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.568162","82","5.0","ESPARZA ASIAIN, GONZALO","15007943","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.568487","82","5.0","FERREIRA GRILLO, DIOGO","15317659","CLUB FEDERACIÓN MADRILEÑA DE KARATE","MAD"
"2024-02-12 09:03:33.568794","82","5.0","PASCUAL VILLAR, AITOR","4008026","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.569074","82","5.0","GONZALEZ ALBERT, PABLO","4007719","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.605010","1","2937.5","LORENZO COUSO, RUTH","12002021","SAN FRANCISCO TEO","GAL"
"2024-02-12 09:03:33.605472","2","2017.5","PEREIRA VILLALOBOS, SONIA","4004225","KENKYO","VAL"
"2024-02-12 09:03:33.605938","3","812.5","FERNANDEZ OSORIO, CARLOTA","6005128","CLUB KIME","CNT"
"2024-02-12 09:03:33.606272","4","502.5","LOBATO SANCHEZ, IONA","17012563","HIKARI KARATE CLUB","MUR"
"2024-02-12 09:03:33.606623","5","497.5","CORTES MAYAS, MARTA","1003783","C.D. GO-DAI","AND"
"2024-02-12 09:03:33.606922","6","492.5","ÁLVAREZ MOLL, JUDITH","13005133","CLUB ESPORTIU FISICS CIUTADELLA","BAL"
"2024-02-12 09:03:33.607227","7","387.5","GARCIA CAPITAN, CARMEN","1002346","C.D. KARATE FUENGIROLA","AND"
"2024-02-12 09:03:33.607561","8","365.0","CAÑETE MAZON, NAIARA","3002881","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.607863","9","362.5","ZULUETA, IRATI","19003711","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.608163","10","350.0","LUENGO ZUBALEZ, MARIA","14005388","SANKUKAI","RIO"
"2024-02-12 09:03:33.608490","11","315.0","FERNANDEZ FERNANDEZ, MARIA","3006004","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.608783","12","275.0","ÁVILA HOZ, LAURA","8005397","MASTER 10","CAL"
"2024-02-12 09:03:33.609076","13","257.5","MONTANER BARRIO, BERTA","14005171","C.D. KARATE SEIJAKU","RIO"
"2024-02-12 09:03:33.609385","14","200.0","ARRIBAS BERMUDO, ONEIDA","19005169","C.D. OSASUN DO","PVS"
"2024-02-12 09:03:33.609707","15","162.5","LUQUE PADILLA, VERONICA","7002299","KIDOKAN","CLM"
"2024-02-12 09:03:33.610005","16","155.0","TRENADO MARTINEZ, RUTH","1004591","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.610301","17","150.0","LOPEZ DE ALDA, UXUE","19005255","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.610635","18","122.5","HUERGA MORILLA, LYDIA MARÍA","13011533","LARA ESCUELA DE ARTES MARCIALES","BAL"
"2024-02-12 09:03:33.610925","19","112.5","HERRERO VALCARCE, LUCÍA","12005111","KÁRATE RIVER STONE","GAL"
"2024-02-12 09:03:33.611243","19","112.5","AVILA HOZ, LAURA","6005564","GYAKUKAN","CNT"
"2024-02-12 09:03:33.611583","21","107.5","CASTRO RICO, ELENA","1005274","ASOCIACION KARATE AXARQUIA","AND"
"2024-02-12 09:03:33.611871","22","87.5","CHECA RIVERA, NATALIA","15009200","KARATE ANTONIO MACHADO","MAD"
"2024-02-12 09:03:33.612162","22","87.5","COMPANY COSTA, ALBA","9005242","KARATE NO KACHI LES FRANQUESES","CAT"
"2024-02-12 09:03:33.612482","24","82.5","RODRIGUEZ BRAVO, ELISABETH","4002198","CLUB J.VIDAL","VAL"
"2024-02-12 09:03:33.612771","25","80.0","LOPEZ ARANDA, EVA","1005189","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.613065","25","80.0","ÁLVAREZ FERNÁNDEZ, CELIA","3003835","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.613354","27","70.0","PASCUAL FAJARDO, DACIL","5008382","GIMNASIO VISTABELLA","CNR"
"2024-02-12 09:03:33.613747","28","65.0","FERNANDEZ MIERA, DIANA","19002249","SANTA TERESA","PVS"
"2024-02-12 09:03:33.614049","29","62.5","HERNANDEZ PÉREZ, MONICA","4007897","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.614343","30","60.0","GÓMEZ MORALES, LUCÍA","6005274","KARATE ABDO","CNT"
"2024-02-12 09:03:33.614679","31","50.0","ROMANO COLMENAREZ, DINIRA PAOLA","15003762","SENSHI-DO","MAD"
"2024-02-12 09:03:33.614976","32","42.5","KOUBISS AJOUB, WIAM","9005151","KARATE NO KACHI LES FRANQUESES","CAT"
"2024-02-12 09:03:33.615270","33","40.0","OTERO CORUJO, PAULA","3004943","REAL GRUPO DE CULTURA COVADONGA","AST"
"2024-02-12 09:03:33.615599","34","32.5","YÁNEZ RODRÍGUEZ, CARLA","5008390","CLUB DE KARATE HERMANOS ALEMAN","CNR"
"2024-02-12 09:03:33.615904","35","30.0","RODRÍGUEZ FIDALGO, Mª VICTORIA","5008215","CLUB DEPORTIVO KINAMIC KARATE","CNR"
"2024-02-12 09:03:33.616199","35","30.0","MORALES MARTORELL, ELIA","1006893","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.616874","37","27.5","NAUD UREÑA, LAURA","9003580","CLUB KARATE MONTORNÉS","CAT"
"2024-02-12 09:03:33.617565","38","25.0","CAZORLA VELASCO, CARLA","15003753","IVAN LEAL","MAD"
"2024-02-12 09:03:33.618169","38","25.0","RICO SANCHEZ, ROCIO","15001564","C.D.E. KENWA","MAD"
"2024-02-12 09:03:33.618557","38","25.0","RAMA CORDERO, LAURA","19004240","SANTA TERESA","PVS"
"2024-02-12 09:03:33.618906","38","25.0","ARIAS RIOZ, AINHOA","6005012","BUDOCLUB PARADISO","CNT"
"2024-02-12 09:03:33.619565","42","22.5","GARCÍA BALDOR, CRISTINA","6001223","CLUB KIME","CNT"
"2024-02-12 09:03:33.619876","43","15.0","MIKHALTSOVA, MARGARITA","5008224","CLUB FEDERACIÓN CANARIA DE KARATE","CNR"
"2024-02-12 09:03:33.620220","43","15.0","PAVON PUENTES, ALBA","15006076","_INDEPENDIENTES KARATE","MAD"
"2024-02-12 09:03:33.620554","43","15.0","DOSAL GONZALEZ, CECILIA","3006462","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.620851","43","15.0","PRADOS GARZÓN, INÉS","1005566","CLUB DE KARATE NITEN","AND"
"2024-02-12 09:03:33.621283","47","12.5","GIL LANCHO, AINHARA","18004786","S.D.C. ECHAVACOIZ","NAV"
"2024-02-12 09:03:33.621626","47","12.5","FRAGA SALGADO, PATRICIA","3006071","CLUB FEDERACIÓN ASTURIANA DE KARATE","AST"
"2024-02-12 09:03:33.621931","47","12.5","FRUTOS ROMERO, OFELIA","8003800","CLUB FEDERACIÓN DE KARATE DE CASTILLA LEÓN","CAL"
"2024-02-12 09:03:33.622263","47","12.5","NIETO LOPEZ, MONICA","7003755","JINBUKAN","CLM"
"2024-02-12 09:03:33.622597","47","12.5","GARCIA ROMERO, ANA","1003971","CLUB KARATE ZANSHIN","AND"
"2024-02-12 09:03:33.622911","52","10.0","LÓPEZ-CAÑADILLAS LARA, CLAUDIA","7001034","JINBUKAN","CLM"
"2024-02-12 09:03:33.623219","52","10.0","CORDERO SANCHEZ, IRENE","3006081","ARENAS KARATE","AST"
"2024-02-12 09:03:33.623539","52","10.0","DE LA ROSA LLAMAS, ADA","5008236","ECHEYDE","CNR"
"2024-02-12 09:03:33.623832","52","10.0","SACRISTAN BUENO, ANA","5007955","GANKAKU","CNR"
"2024-02-12 09:03:33.624181","56","5.0","EGEA COLADO, LAURA","15008531","KENZO SPORT","MAD"
"2024-02-12 09:03:33.624510","56","5.0","GARCÍA BAZ, LEIRE","19005761","SANTA TERESA","PVS"
"2024-02-12 09:03:33.624810","56","5.0","BARAHONA SEPULVEDA, DAYRA","15001406","C.D.E. DAYA","MAD"
"2024-02-12 09:03:33.625112","56","5.0","PENAVA SOLER, PAULA","4007700","CLUB KARATE ALZIRA","VAL"
"2024-02-12 09:03:33.625434","56","5.0","APARICIO IVARS, LAURA","4008010","KARATE MARCE","VAL"
"2024-02-12 09:03:33.625819","56","5.0","MORILLO GARCIA, MARIA DE LA LUZ","5007898","ECHEYDE","CNR"
"2024-02-12 09:03:33.682394","1","4827.5","TORRES GARCIA, MARIA","1002126","C.D. TORRES KARATE","AND"
"2024-02-12 09:03:33.682771","2","1837.5","PASCUAL CHICO, MARTA","15002165","SEIKEN-DO","MAD"
"2024-02-12 09:03:33.682994","3","1487.5","ROMERO VAZQUEZ, ANDREA","1003858","C.D. SHOTOYAMA KARATE","AND"
"2024-02-12 09:03:33.683207","4","1212.5","MORENO RESA, LAURA","14005173","C.D. KARATE SEIJAKU","RIO"
"2024-02-12 09:03:33.683483","5","647.5","NIETO SANCHEZ, CAROLINA","15001887","IVAN LEAL","MAD"
"2024-02-12 09:03:33.683696","6","477.5","MACIA GIMENEZ, LARA","2005544","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.683908","7","455.0","VIVES TORRENT, CARLA","4007699","CLUB KARATE ALZIRA","VAL"
"2024-02-12 09:03:33.684124","8","300.0","FERNANDEZ AGUILERA, ANDREA","9005223","KARATE NO KACHI LES FRANQUESES","CAT"
"2024-02-12 09:03:33.684328","9","272.5","ATIENZA CASERO, SARA","8005293","FUJISAN - PALENCIA","CAL"
"2024-02-12 09:03:33.684605","10","125.0","MOLINERO MENDEZ, CAROLINA","15002161","C.D. KIME MADRID","MAD"
"2024-02-12 09:03:33.684808","11","122.5","ROCHA LOPEZ, ALBA","12005175","BUNKAI","GAL"
"2024-02-12 09:03:33.685013","12","90.0","SAINZ VIARTOLA, MARTA","2005208","C.D. NIZAR","ARG"
"2024-02-12 09:03:33.685220","13","72.5","SUÁREZ PÉREZ, SHEILA","5007870","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.685513","14","55.0","PEREIRA LOPES, RAFAELA MARIA","15317498","CLUB FEDERACIÓN MADRILEÑA DE KARATE","MAD"
"2024-02-12 09:03:33.685729","15","37.5","HURLE GARCIA, GALA","3003837","CLUB FEDERACIÓN ASTURIANA DE KARATE","AST"
"2024-02-12 09:03:33.685938","16","30.0","ANTON SAMANIEGO, AROA","4003707","C.D. SHINGITAI","VAL"
"2024-02-12 09:03:33.686161","17","20.0","MESA GARCIA, NOEMI","5007758","CLUB FEDERACIÓN CANARIA DE KARATE","CNR"
