"fecha","puesto","puntos","nombre","id","club","federacion"
"2024-02-12 09:03:33.416331","58","12.5","LEON MORENO, JESUS","1002170","CLUB KARATE ZANSHIN","AND"
"2024-02-12 09:03:33.416692","58","12.5","OLLO WALTER, IMANOL","18004843","CLUB FEDERACIÓN NAVARRA DE KARATE","NAV"
"2024-02-12 09:03:33.417111","58","12.5","PEREIRO ESTEVEZ, ANDER","19005195","SANTA TERESA","PVS"
"2024-02-12 09:03:33.417475","58","12.5","NUEVO RODRIGUEZ, MARIO","8005413","CLUB KARATE CARCEDO","CAL"
"2024-02-12 09:03:33.417821","58","12.5","DELGADO DOMINGUEZ, DAVID","9003648","CLUB KARATE RIDAO","CAT"
"2024-02-12 09:03:33.418162","58","12.5","GONZALEZ ESCUDERO, CHRISTIAN","7005557","C.D. KARATE TOLETVM","CLM"
"2024-02-12 09:03:33.418520","64","10.0","WEICHENG, WANG","15323312","CLUB FEDERACIÓN MADRILEÑA DE KARATE","MAD"
"2024-02-12 09:03:33.418858","64","10.0","LEÓN GARCÍA, MARCOS","3007037","KARATE CORVERA","AST"
"2024-02-12 09:03:33.419201","64","10.0","PEREA MARTINEZ, CARLOS MANUEL","5007852","GYM SUR STYLO","CNR"
"2024-02-12 09:03:33.419558","64","10.0","BUITRAGO RODRIGUEZ, DANIEL","7006869","KIDOKAN","CLM"
"2024-02-12 09:03:33.419896","64","10.0","ACOSTA MATEO, JAVIER","5007911","GANKAKU","CNR"
"2024-02-12 09:03:33.420312","64","10.0","GALAN CUENCA, RUBEN","15008899","IVAN LEAL","MAD"
"2024-02-12 09:03:33.420700","64","10.0","SANTAMARIA GRANDE, RICARDO","15005752","IVAN LEAL","MAD"
"2024-02-12 09:03:33.421069","71","5.0","ROLDAN MOLINA, DAVID","7005312","KIDOKAN","CLM"
"2024-02-12 09:03:33.421425","71","5.0","FEREY, ENZO","1005799","ASOCIACION KARATE AXARQUIA","AND"
"2024-02-12 09:03:33.421778","71","5.0","TORRIJOS NUÑEZ, JAVIER","7004962","CLUB FEDERACIÓN DE CASTILLA LA MANCHA DE KARATE","CLM"
"2024-02-12 09:03:33.422121","71","5.0","CUERVA MORA, VICTOR","15313414","SEIKEN-DO","MAD"
"2024-02-12 09:03:33.422485","71","5.0","ASENJO FERNANDEZ, SERGIO","3006445","ESCUELA DE KARATE MAGADAN","AST"
"2024-02-12 09:03:33.422830","71","5.0","ORTIZ LERMA, MARIO","15006381","KARATE CIUDAD DE ROMA","MAD"
"2024-02-12 09:03:33.423168","71","5.0","IZQUIERDO VICEDO, JAVIER","4008126","KARATE CLUB SAN VICENTE","VAL"
"2024-02-12 09:03:33.423531","71","5.0","EUCLIDES MORAES, EROS","2004198","CLUB FEDERACIÓN ARAGONESA DE KARATE","ARG"
"2024-02-12 09:03:33.423870","71","5.0","FERNANDEZ FRAILE, ALEJANDRO","4008175","KARATE MARCE","VAL"
"2024-02-12 09:03:33.424205","71","5.0","NAVARRO GARCIA, ALEJANDRO","2005392","IPPONGYM","ARG"
"2024-02-12 09:03:33.424572","71","5.0","MADINABEITIA GOÑI, IOSU","19004086","CLUB FEDERACIÓN DE KARATE PAÍS VASCO","PVS"
"2024-02-12 09:03:33.424911","71","5.0","QUESADA ESCARCENA, JOSE MIGUEL","1003693","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.430460","1","1512.5","ORTIZ DE ZARATE, ALEX","19003602","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.430853","2","1092.5","PRADO ROMÁN, JESUS","1003970","CLUB KARATE ZANSHIN","AND"
"2024-02-12 09:03:33.431209","3","862.5","VALDIVIA MIRANDA, JORDI","9005180","CLUB ESPORTIU MEDITERRANI","CAT"
"2024-02-12 09:03:33.431578","4","695.0","OCIO MARCA, ADRIAN","19005093","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.431920","5","655.0","CHADLI EL BAGHADADI, ANAS","5007794","GYM SUR STYLO","CNR"
"2024-02-12 09:03:33.432268","6","612.5","PRIMICIA VELASCO, IBAI","18002011","CLUB FEDERACIÓN NAVARRA DE KARATE","NAV"
"2024-02-12 09:03:33.432651","7","587.5","LIARTE PASTOR, DAVID","14002236","SANKUKAI","RIO"
"2024-02-12 09:03:33.432993","8","540.0","GARCIA-GIL BLAZQUEZ, ALEJANDRO","15003286","SEIKEN-DO","MAD"
"2024-02-12 09:03:33.433331","9","475.0","ALVAREZ RODRIGUEZ, HUGO","3004908","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.433693","10","430.0","MUÑOZ COLL, LUIS","13003766","TOT ESPORT CALVIA","BAL"
"2024-02-12 09:03:33.434028","11","410.0","MANSILLA PEREZ, ALEJANDRO","1001395","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.434378","12","387.5","PRIMICIA VELASCO, URKO","18002618","CLUB FEDERACIÓN NAVARRA DE KARATE","NAV"
"2024-02-12 09:03:33.434731","13","352.5","ANDRES TOVAR, GUILLERMO","2005329","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.435063","14","327.5","BAUTISTA PIÑA, SERGIO","1005763","SECCION DEPORTIVA CIRCULO MERCANTIL","AND"
"2024-02-12 09:03:33.435410","15","297.5","AISA PÁEZ, DAMIÁN","5007885","C.D. NAGO (GRUPO HIRAHI)","CNR"
"2024-02-12 09:03:33.435899","16","235.0","OSUNA ABADIAS, RAUL","2005546","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.436272","17","225.0","ROMAN HERNANDEZ, CARLOS","15008967","SEIKEN-DO","MAD"
"2024-02-12 09:03:33.436648","18","202.5","CANCELO SÁNCHEZ, SIMÓN","12102237","SAN FRANCISCO TEO","GAL"
"2024-02-12 09:03:33.436984","19","197.5","AISA PAEZ, DAMIAN","5004636","CLUB FEDERACIÓN CANARIA DE KARATE","CNR"
"2024-02-12 09:03:33.437326","20","190.0","SUAREZ SOLIS, PELAYO","3006017","KARATE CORVERA","AST"
"2024-02-12 09:03:33.437690","21","112.5","GARCIA MUÑOZ, TASIO","18004821","ADAKA","NAV"
"2024-02-12 09:03:33.438031","22","107.5","RODRIGUEZ, JOAQUIN","19005295","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.438391","23","105.0","MALLO RODRÍGUEZ, VÍCTOR","12005118","ESCUELA DE KARATE FRANZA","GAL"
"2024-02-12 09:03:33.438739","24","90.0","PRIMICIA VELASCO, IBAI","18005065","ADAKA","NAV"
"2024-02-12 09:03:33.439077","25","82.5","GUTIERREZ BARQUÍN, AARÓN","3005952","FELIX-SHOTOKAN","AST"
"2024-02-12 09:03:33.439440","26","80.0","COBLES BERNAL, VICTOR","15001872","GANBARU","MAD"
"2024-02-12 09:03:33.439786","27","62.5","EXPÓSITO FERRAGUT, CARLOS","13002820","TOT ESPORT CALVIA","BAL"
"2024-02-12 09:03:33.440146","28","60.0","MONTALVO RODRÍGUEZ, JESÚS","1005478","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.440553","29","57.5","MUÑOZ GONZALEZ, ALEX","6005183","BEZANA","CNT"
"2024-02-12 09:03:33.440890","30","47.5","OBAYA MAESTRO, IVÁN","3006008","KARATE CORVERA","AST"
"2024-02-12 09:03:33.441228","31","42.5","GUZMAN PEREZ, ADRIAN","7003979","KIDOKAN","CLM"
"2024-02-12 09:03:33.441589","31","42.5","ZAMORANO MERINO, MIGUEL","4007944","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.441921","31","42.5","LOPEZ LOPEZ, JORDI","4003705","C.D. SHINGITAI","VAL"
"2024-02-12 09:03:33.442256","34","40.0","TORRES FORMOSO, DIEGO","12005114","SAN FRANCISCO TEO","GAL"
"2024-02-12 09:03:33.442627","35","37.5","GONZALEZ ESCUDERO, CHRISTIAN","7005557","C.D. KARATE TOLETVM","CLM"
"2024-02-12 09:03:33.442959","36","35.0","MARTINEZ GARCIA, RUBEN","4002488","KENKYO","VAL"
"2024-02-12 09:03:33.443295","37","30.0","MAYORGA MERINO, SANTIAGO DANIEL","17012560","HIKARI KARATE CLUB","MUR"
"2024-02-12 09:03:33.443662","37","30.0","SANCHEZ HORMEÑO, JORGE","15012525","OLIMPIA","MAD"
"2024-02-12 09:03:33.444008","37","30.0","MEJIAS VAZQUEZ, ALEJANDRO","15015737","CLUB VICTOR PRADERA-EUROPA","MAD"
"2024-02-12 09:03:33.444358","40","25.0","VALLEJO RODRÍGUEZ, FRANCISCO JAVIER","1005489","C.D. WADOKAN","AND"
"2024-02-12 09:03:33.444725","40","25.0","LOPEZ GARCIA, ALEJANDRO","1003863","C.D. SHOTOYAMA KARATE","AND"
"2024-02-12 09:03:33.445058","42","22.5","CULEBRAS LLATA, BORJA","6005433","E.K.COMILLAS","CNT"
"2024-02-12 09:03:33.445436","43","20.0","CARAVACA AGUILAR, DAVID","1006379","C.D. KURO OBI","AND"
"2024-02-12 09:03:33.445797","43","20.0","CORPAS CORONADO, RAMON JESUS","1005576","KIHAKU UTRERA","AND"
"2024-02-12 09:03:33.446140","45","15.0","CORREA ARIZA, OSCAR","1004584","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.446520","46","12.5","CLAVER SANZ, RAÚL","14002178","SANKUKAI","RIO"
"2024-02-12 09:03:33.446862","47","10.0","SÁNCHEZ MONTORO, ADRIÁN","1005954","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.447199","47","10.0","HERNANDEZ OVEJERO, YAGO","7005046","NISSEISHI","CLM"
"2024-02-12 09:03:33.447560","47","10.0","MARTINEZ SUAREZ, ANDRES","3004941","REAL GRUPO DE CULTURA COVADONGA","AST"
"2024-02-12 09:03:33.447892","47","10.0","ALVENTOSA MARTIN, VICTOR","9005228","KARATE MUSOKEN","CAT"
"2024-02-12 09:03:33.448228","47","10.0","GONZÁLEZ MORAL, HUGO","7001008","KIDOKAN","CLM"
"2024-02-12 09:03:33.448592","52","5.0","MOTERA NAVARRO, ALBERTO","9005072","CLUB KARATE SINHUS SPORT","CAT"
"2024-02-12 09:03:33.448930","52","5.0","MODESTO DUEÑAS, JORGE","4007785","CLUB KARATE PATERNA","VAL"
"2024-02-12 09:03:33.449282","52","5.0","ORTIZ LERMA, MARIO","15006381","KARATE CIUDAD DE ROMA","MAD"
"2024-02-12 09:03:33.449649","52","5.0","ZAMORANO INSA, SALVADOR","4005087","KENKYO","VAL"
"2024-02-12 09:03:33.456632","1","2132.5","IBÁÑEZ SÁENZ-TORRE, JOSE RAFAEL","1006164","C.D. KARATE FUENGIROLA","AND"
"2024-02-12 09:03:33.457014","2","1655.0","PEREZ LUQUE, VICTOR","1005200","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.457388","3","702.5","IBARRA BALANZATEGUI, JON","19003606","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.457743","4","580.0","RODRIGUEZ PAZ, RODRIGO","9005244","CLUB KARATE MONTMELÓ","CAT"
"2024-02-12 09:03:33.458091","5","527.5","GARCIA ALONSO, HECTOR","6005276","KARATE ABDO","CNT"
"2024-02-12 09:03:33.458446","6","482.5","LLATA COZ, HECTOR","6005270","CLUB KIME","CNT"
"2024-02-12 09:03:33.458793","7","427.5","BAZO SOLORZANO, EDUARDO","5007817","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.459134","7","427.5","CHAIR, EL MEHDI","5008393","CLUB DEPORTIVO ACD NEKO","CNR"
"2024-02-12 09:03:33.459489","9","425.0","ROUIHA, ABDELLAH","6005382","KARATE ABDO","CNT"
"2024-02-12 09:03:33.459826","10","422.5","LARA VILLAR, ALEJANDRO","13011221","LARA ESCUELA DE ARTES MARCIALES","BAL"
"2024-02-12 09:03:33.460164","11","372.5","GUTIERREZ MARQUES, BORJA","3004911","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.460560","12","362.5","FELPETO GESTO, ALEJANDRO","12002460","KARATE-DO CARBALLO","GAL"
"2024-02-12 09:03:33.460891","13","330.0","CARTOLANO BLANCO, ANTONIO","12002458","KAIZEN KARATE ACADEMY","GAL"
"2024-02-12 09:03:33.461230","14","317.5","FERNANDEZ RODRIGUEZ, ROBERTO","3001151","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.461593","15","297.5","MOLINA ARENCON, ALEJANDRO","15001473","KARATE ANTONIO MACHADO","MAD"
"2024-02-12 09:03:33.461934","16","285.0","VICENTE ESTEVEZ, ANGEL","4007728","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.462272","17","210.0","FERNANDEZ MONTEIRO, ADRIAN","3004915","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.462633","18","195.0","ARICIU, ROBERT","2004189","CLUB FEDERACIÓN ARAGONESA DE KARATE","ARG"
"2024-02-12 09:03:33.462971","19","175.0","MACHIN MEDINA, MARCOS","7005247","C.D. KARATE TOLETVM","CLM"
"2024-02-12 09:03:33.463310","20","172.5","TRAPIELLA FERNANDEZ, IGNACIO","3006407","GIMNASIO LINO","AST"
"2024-02-12 09:03:33.463667","21","162.5","RODRIGUEZ SASTRE, DAVID","15005821","DASAN CONTACTO","MAD"
"2024-02-12 09:03:33.464003","22","157.5","CARNICERO CAÑIBANO, MARIO","15310127","SEIKEN-DO","MAD"
"2024-02-12 09:03:33.464340","23","140.0","RENEDO, JORITZ","19005094","GIMNASIO FITNESS GASTEIZ","PVS"
"2024-02-12 09:03:33.464704","24","122.5","ORBEA VALLEJO, LANDER","19002257","SANTA TERESA","PVS"
"2024-02-12 09:03:33.465042","25","110.0","DELESTAL JIMENO, JAVIER","15001556","KARATE ANTONIO MACHADO","MAD"
"2024-02-12 09:03:33.465388","26","90.0","MARQUEZ GONZALEZ, JOSE","15018939","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.465737","27","80.0","GARCÍA COSTA, JUAN","4008361","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.466076","27","80.0","JUST CLOPES, JOAN","9003737","KARATE CLUB JUST","CAT"
"2024-02-12 09:03:33.466430","29","62.5","VALERO MONDEJAR, YAGO","14003674","SANKUKAI","RIO"
"2024-02-12 09:03:33.466768","30","55.0","MOLINA PAREJA, SAMUEL","7005222","KARATE ALMAGRO","CLM"
"2024-02-12 09:03:33.467105","31","50.0","CARRILLO PALMÉS, DAVID","5008231","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.467451","31","50.0","PEÑA ROSARIO, CARLOS MANUEL","18005030","A.D. SAN JUAN","NAV"
"2024-02-12 09:03:33.467792","33","40.0","DUARTE MOLINERO, JESÚS","8003816","GIMNASIO ANGEL","CAL"
"2024-02-12 09:03:33.468133","34","37.5","OÑA TUDELA, JAVIER","4003720","CLUB KARATE MANISES","VAL"
"2024-02-12 09:03:33.468502","34","37.5","MARQUEZ MERINO, JORGE","15003164","KARATE ANTONIO MACHADO","MAD"
"2024-02-12 09:03:33.468836","36","30.0","IGLESIAS BADIA, JOSÉ MANUEL","12105014","HELENOS","GAL"
"2024-02-12 09:03:33.469174","36","30.0","SANCHEZ TOME, DANIEL","7001497","NISSEISHI","CLM"
"2024-02-12 09:03:33.469529","36","30.0","HERRERA GUTIÉRREZ, DYLAN","5004556","CLUB KARATE ISA","CNR"
"2024-02-12 09:03:33.469863","36","30.0","VILLAREJO TORRES, DAVID","15007923","DASAN CONTACTO","MAD"
"2024-02-12 09:03:33.470199","40","25.0","SAN JULIAN ABELLEIRA, RAÚL","7002296","KARATE CLUB KYOTO","CLM"
"2024-02-12 09:03:33.470555","41","20.0","BUSTOS PEÑA, VICTOR MANUEL","1005955","C.D. NO-KACHI","AND"
"2024-02-12 09:03:33.470891","42","17.5","MUÑOZ TORRES, SERGIO","4007820","CLUB KARATE JUAN MUÑOZ RUIZ","VAL"
"2024-02-12 09:03:33.471234","43","15.0","DIEZ CASTILLO, TOMAS FRANCISCO","1002043","C.D. KARATE OLYMPO MARACENA","AND"
"2024-02-12 09:03:33.471592","43","15.0","NASARRE SÁNCHEZ, ADRIÁN","2005372","C.D. KAJUKI","ARG"
"2024-02-12 09:03:33.471928","43","15.0","VALENTE PARGANA ADVINCULO SEQUEIRA, ALEXANDRE","15317497","CLUB FEDERACIÓN MADRILEÑA DE KARATE","MAD"
"2024-02-12 09:03:33.472262","43","15.0","GONZALEZ PEREZ, ALEJANDRO","1005132","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.472612","43","15.0","MEFTI MEFTI, ALI","18004218","KARATE BERRIOZAR","NAV"
"2024-02-12 09:03:33.472898","48","12.5","HERNÁNDEZ PÉREZ, NICOLÁS","4008009","CLUB J.VIDAL","VAL"
"2024-02-12 09:03:33.473188","48","12.5","DIEZ CASTILLO, TOMAS FRANCISCO","1005927","CLUB FEDERACIÓN ANDALUZA DE KARATE","AND"
"2024-02-12 09:03:33.473518","48","12.5","SARNO TERNERO, DANIEL","9003793","KARATE SENSHI DOJO","CAT"
"2024-02-12 09:03:33.473804","48","12.5","FERRER REAL, IVAN","4007735","CLUB DE KARATE LA POBLA DE VALLBONA","VAL"
"2024-02-12 09:03:33.474091","48","12.5","RAMIREZ SMITH, MAX","1003696","C.D. GOJU RYU TORREMOLINOS","AND"
"2024-02-12 09:03:33.474388","48","12.5","PEREZ JIMENEZ, ISMAEL","1005877","C.D. MONTES DE KARATE","AND"
"2024-02-12 09:03:33.474697","48","12.5","GARCIA COSTA, JUAN","17004971","BUNKAI MURCIA","MUR"
"2024-02-12 09:03:33.474978","48","12.5","FANDOS SOÑEN, DAVID","2002383","GIMNASIO ARAGON MAURA","ARG"
"2024-02-12 09:03:33.475268","56","10.0","MEDINILLA AGÜERA, JAVIER JESÚS","1005804","C.D. KURO OBI","AND"
"2024-02-12 09:03:33.475623","56","10.0","HEREDIA DELGADO, MANUEL","1005445","C.D. WADOKAN","AND"
"2024-02-12 09:03:33.475954","56","10.0","MODU VILLAR, AGUSTIN EKOKA","4008362","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.476292","56","10.0","SORIA ACHIG, ABEL","2005237","C.D. NIZAR","ARG"
"2024-02-12 09:03:33.476656","56","10.0","DU, WANG DA","1005568","CLUB DE KARATE NITEN","AND"
"2024-02-12 09:03:33.476998","56","10.0","DOMÍNGUEZ FERNANDEZ, DAVID","8005474","CLUB BAÑEZANO DE DEPORTES Y NATURALEZA","CAL"
"2024-02-12 09:03:33.477346","56","10.0","JIMENEZ DIAZ, ALEJANDRO","1001484","C.D. WENCESLAO ANGULO SHITO RYU","AND"
"2024-02-12 09:03:33.477728","56","10.0","DUARTE MOLINERO, JESUS","15321578","SEIKEN-DO","MAD"
"2024-02-12 09:03:33.478063","56","10.0","STEWART, HARRY","5008381","SUHARI-LANZAROTE","CNR"
"2024-02-12 09:03:33.478418","65","5.0","SIURANA SORIANO, XAVIER","4003607","C.D. KARATE LA LLUM XIRIVELLA","VAL"
"2024-02-12 09:03:33.478765","65","5.0","MACIAS RODRÍGUEZ, PEDRO","1005491","C.D. WADOKAN","AND"
"2024-02-12 09:03:33.479105","65","5.0","CASTRO FERNANDEZ, GERSON","4008178","CLUB KARATE JUAN MUÑOZ RUIZ","VAL"
"2024-02-12 09:03:33.479450","65","5.0","LOPEZ OBRADOR, GUILLERMO","4008177","C.D. SHINGITAI","VAL"
"2024-02-12 09:03:33.479791","65","5.0","BALLESTEROS PAVON, AITOR","15007189","C.D.GO-PAI SPORT","MAD"
"2024-02-12 09:03:33.480125","65","5.0","HERVER FERNANDEZ, SERGI","20000026","KARATE XAVI ANDORRA","AN"
"2024-02-12 09:03:33.480520","65","5.0","RUBIO ROJAS, GUILLERMO","17005021","CLUB SHOTOKAN CIEZA-KEN WA","MUR"
"2024-02-12 09:03:33.480845","65","5.0","BAZO SOLORZANO, ENRIQUE","5007818","C.D. SHURITE-LK","CNR"
"2024-02-12 09:03:33.491025","1","3532.5","GARCIA LOZANO, PAOLA","15304681","KUMO SPORT","MAD"
"2024-02-12 09:03:33.491423","2","1732.5","LÓPEZ PINTADO, MARIA","9002339","CLUB KARATE MONTORNÉS","CAT"
"2024-02-12 09:03:33.491755","3","1657.5","SÁNCHEZ JAIME, SANDRA","7002089","_INDEPENDIENTES","CLM"
"2024-02-12 09:03:33.492069","4","1552.5","SAVOY MEDERO, SABRINA","1003650","C.D. OLYMPIC KARATE MARBELLA","AND"
"2024-02-12 09:03:33.492360","5","1507.5","ROY RUBIO, RAQUEL","14002241","SHIN DO SANKUKAI","RIO"
"2024-02-12 09:03:33.492694","6","1337.5","RODRIGUEZ ENCABO, LIDIA","15001635","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.492984","7","1117.5","MORALES OZUNA, GEMA","15001573","KARATE CIUDAD DE ROMA","MAD"
"2024-02-12 09:03:33.493273","8","802.5","ESCUDERO SOLIS, NURIA","15001562","C.D. PABLO ARMENTEROS","MAD"
"2024-02-12 09:03:33.493615","9","727.5","SAN FRANCISCO JEREZ, MARIA","4007949","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.493896","10","327.5","GUARDEÑO LEON, CARLA","15001273","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.494832","11","260.5","ALCARAZ CARRION, IRENE YAO","15312511","KUMO SPORT","MAD"
"2024-02-12 09:03:33.495924","12","237.5","LOPEZ PINTADO, TERESA","9004598","CLUB KARATE MONTORNÉS","CAT"
"2024-02-12 09:03:33.496239","13","232.5","TABUENCA SERRANO, SARA","14002589","SHIN DO SANKUKAI","RIO"
"2024-02-12 09:03:33.496569","14","210.0","BARCIELA SAN NARCISO, ZENAIDA","15001037","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.496861","15","200.0","GÓMEZ-HIDALGO TENORIO, AINARA","15312986","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.497153","16","155.0","PESTANA DE LA FE, TARAHIS","5007754","GANKAKU","CNR"
"2024-02-12 09:03:33.497474","17","100.0","RIESTRA CALOMARDE, CARLA","4004207","KARATE CLUB SAN VICENTE","VAL"
"2024-02-12 09:03:33.497764","17","100.0","ARENAS MORENO, ROCIO","15002278","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.498056","19","97.5","ALVAREZ FOTHERINGHAM, JULIETA","1001425","C.D. OLYMPIC KARATE MARBELLA","AND"
"2024-02-12 09:03:33.498342","20","90.0","ORBE ARCOS, CRISTINA DENISSE","15309932","SHOTOKAN JORGE ROMERO","MAD"
"2024-02-12 09:03:33.498665","21","80.0","MUÑOZ FERNANDEZ, INÉS","15309982","KYODAI KARATE GALÁN","MAD"
"2024-02-12 09:03:33.498953","22","72.5","BILBAO PÉREZ, NAIA","19005751","SANTA TERESA","PVS"
"2024-02-12 09:03:33.499242","23","62.5","LUENGO ZUBALEZ, MARIA","14005388","SANKUKAI","RIO"
"2024-02-12 09:03:33.499714","24","60.0","MARTINEZ SUAREZ, SONIA","8005209","C.D. BUDOKAN VALLADOLID","CAL"
"2024-02-12 09:03:33.500280","25","57.5","ARMADA RUIZ, ANDREA ALEJANDRA","7006282","ESCUELA DE KARATE MUKIN SHORI","CLM"
"2024-02-12 09:03:33.502288","26","55.0","HUERTA HERNÁNDEZ, ROCÍO","4002147","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.502702","26","55.0","MARTÍN DÍAZ, ALBA","11019980","CLUB KARATE SHIMAI","EXT"
"2024-02-12 09:03:33.503058","26","55.0","CIFUENTES RODRIGUEZ, NEREA","15001458","CLUB VICTOR PRADERA-OLIMPIA","MAD"
"2024-02-12 09:03:33.503424","26","55.0","LÓPEZ GÓMEZ, LUCÍA","13005138","TOT ESPORT CALVIA","BAL"
"2024-02-12 09:03:33.503756","26","55.0","ESCUER PRIMS, INGRID","18004854","GIMNASIO BONAFAU I","NAV"
"2024-02-12 09:03:33.504069","31","53.0","RUIZ GARCÍA, BLANCA","4004043","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.505385","32","52.5","LARRINAGA BILBAO, MAREN","19005750","SANTA TERESA","PVS"
"2024-02-12 09:03:33.506314","33","50.0","RUIZ GARCÍA, ALBA","4001466","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.507084","34","42.5","OTERO CORUJO, PAULA","3004943","REAL GRUPO DE CULTURA COVADONGA","AST"
"2024-02-12 09:03:33.507840","34","42.5","GONZÁLEZ ARANDILLA, OLATZ","6005233","E.K.COMILLAS","CNT"
"2024-02-12 09:03:33.508525","34","42.5","CORONIL VILLA, MIRYAM","14002594","SHIN DO SANKUKAI","RIO"
"2024-02-12 09:03:33.509003","37","40.0","AGUDO MONTERO, ELENA","4004039","C.D. KAZOKUSPORT","VAL"
"2024-02-12 09:03:33.509403","37","40.0","HERNANDEZ GÜELL, PAULA","15310090","KUMO SPORT","MAD"
"2024-02-12 09:03:33.509765","39","37.5","ORTIZ LOPEZ, HELENA","9003582","CLUB KARATE MONTORNÉS","CAT"
"2024-02-12 09:03:33.510114","40","35.0","ENNKHAILI ANQOUD, OLAYA","14003715","SANKUKAI","RIO"
"2024-02-12 09:03:33.510481","40","35.0","SUAREZ DOMINGUEZ, AINHOA","5007824","GANKAKU","CNR"
"2024-02-12 09:03:33.510829","42","33.0","CARRIÇO DA CRUZ, ANA SOFIA","15317883","CLUB FEDERACIÓN MADRILEÑA DE KARATE","MAD"
"2024-02-12 09:03:33.511171","42","33.0","QUIROZ CASTILLO, YANETH","15317888","KUMO SPORT","MAD"
"2024-02-12 09:03:33.511523","44","30.0","CASTELLANO CURBELO, VARINIA","5007756","CLUB DEPORTIVO KINAMIC KARATE","CNR"
"2024-02-12 09:03:33.511869","44","30.0","TORRES FERNANDEZ, OIHANE","18004793","ADAKA","NAV"
"2024-02-12 09:03:33.512213","44","30.0","HIDALGO MÉNDEZ, MARIA","4007956","CLUB DEPORTIVO KYODAI","VAL"
"2024-02-12 09:03:33.512567","44","30.0","MARTÍNEZ PÉREZ, MARTA","5007783","GIMNASIO VISTABELLA","CNR"
"2024-02-12 09:03:33.512948","44","30.0","NAUD UREÑA, LAURA","9003580","CLUB KARATE MONTORNÉS","CAT"
"2024-02-12 09:03:33.513292","44","30.0","RUBIO PÉREZ, CRISTINA","15003351","C.D. KIME MADRID","MAD"
"2024-02-12 09:03:33.513651","50","27.5","MONTAÑES BERICAT, LEYRE","2004117","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.513987","51","25.0","SÁNCHEZ HERNÁNDEZ, DANIELA","8002903","C.D. LA LUNA","CAL"
"2024-02-12 09:03:33.514340","51","25.0","ORDOÑEZ QUIROS, CRISTINA","1005408","C.D. SHOTOKAN KARATE OKINAWA","AND"
"2024-02-12 09:03:33.514698","51","25.0","MARTÍN DÍAZ, LAURA","11019981","CLUB KARATE SHIMAI","EXT"
"2024-02-12 09:03:33.515028","54","20.0","RUIZ MAS, NORA","15011577","CLUB VICTOR PRADERA-EUROPA","MAD"
"2024-02-12 09:03:33.515361","54","20.0","GAMIZ NIETO, CARLA","9005758","CLUB KIHON","CAT"
"2024-02-12 09:03:33.515735","54","20.0","ALONSO ALVAREZ, LAURA","3005047","REAL GRUPO DE CULTURA COVADONGA","AST"
"2024-02-12 09:03:33.516067","57","17.5","ANDRES LAHOZ, PAULA","2005550","SOCIEDAD DEPORTIVA SHURIYAMA","ARG"
"2024-02-12 09:03:33.516416","57","17.5","RAMOS OSORIO, PAULA","12005134","ESCUELA DE KÁRATE LUCUS","GAL"
"2024-02-12 09:03:33.516762","59","15.0","ARTEAGA CARNERERO, ZAINA","15002280","KARATE CIUDAD DE ROMA","MAD"
